Mot n°	form	Variante de lemme	lemma	pos	Constellation	Mode Validation	#	A	Ai	Ao	Aq	C	Cc	Cs	D	Da	Dd	Di	Dn	Dp	Dr	Ds	Dt	E	F	Fs	Fw	I	Nc	Np	OUT	P	PAGa	PAGe	Pd	Pi	Pp	Pr	Ps	Pt	R	S	S+D	S+Da	S+Dr	S+Pr	V	Vu	Vuc	Vun	Vvc	Vvn	X	Xe	Xp	Xs	Z	Zc	Zo	Inconnu
5424	deffende	DÉFENDRE	DÉFENDRE	Vvc		VM/DS																																													DÉFENDRE									
5425	.	.	.	Fs		VM/DS																				.																																		
5426	Il	IL	IL	Pp		VM/DS																															IL																							
5427	se	LE	LE	Pp		VM/DS																															LE																							
5428	sent	SENTIR	SENTIR	Vvc		VM/DS																																													SENTIR									
5429	vuyde	VIDE	VIDE	Aq		VM/DS					VIDE																							VIDER																	VIDER									
5430	0	0	0	Fw		VM/DS																					0																																	
5431	&	ET	ET	Cc		VM/DS							ET																																															
5432	nette	NET	NET	Aq		VM/DS					NET																																																	
5433	conscience	CONSCIENCE	CONSCIENCE	Nc		VM/DS																							CONSCIENCE																															
5434	.	.	.	Fs		VM/DS																				.																																		
5435	Et	ET	ET	Cc		VM/DS							ET																																															
5436	prise	PRISER	PRISER	Vvc		VM/DS																																													PRISER									
5437	plus	PLUS	PLUS	R		VM/DS																																			PLUS																			
5438	sa	SON	SON	Ds		VM/DS																SON																																						
5439	rurale	RURAL	RURAL	Aq		VM/DS					RURAL																																																	
5440	science	SCIENCE	SCIENCE	Nc		VM/DS																							SCIENCE																															
5441	0	0	0	Fw		VM/DS																					0																																	
5442	Que	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
5443	le	LE	LE	Da		VM/DS										LE																					LE																							
5444	savoir	SAVOIR	SAVOIR	Nc		VM/DS																							SAVOIR																															
5445	0	0	0	Fw		VM/DS																					0																																	
5446	qui	QUI	QUI	Pr		VM/DS																																QUI		QUI																				
5447	par	PAR	PAR	S		VM/DS																																				PAR																		
5448	labeur	LABEUR	LABEUR	Nc		VM/DS																							LABEUR																															
5449	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
5450	quis	QUÉRIR	QUÉRIR	PAGe		VM/DS																							KIT/KIFF/KIF					QUÉRIR																	CUIRE			_MOT_ETRANGER						
5451	.	.	.	Fs		VM/DS																				.																																		
5452	Il	IL	IL	Pp		VM/DS																															IL																							
5453	ne	NE	NE	R		VM/DS																																			NE																			
5454	craint	CRAINDRE	CRAINDRE	Vvc		VM/DS																																													CRAINDRE									
5455	poinct	POINT	POINT	R		VM/DS																							POINT												POINT																			
5456	que	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
5457	pour	POUR	POUR	S		VM/DS																																				POUR																		
5458	ses	SON	SON	Ds		VM/DS																SON																																						
5459	biens	BIEN	BIEN	Nc		VM/DS																							BIEN																															
5460	acquis	ACQUÉRIR	ACQUÉRIR	PAGe		VM/DS																												ACQUÉRIR																	ACQUÉRIR									
5461	Soit	ÊTRE	ÊTRE	Vuc		VM/DS							SOIT	SOIT																																		ÊTRE	ÊTRE		SAVOIR									
5462	en	EN	EN	S		VM/DS																															EN					EN													EN					
5463	danger	DANGER	DANGER	Nc		VM/DS																							DANGER																															
5464	des	DE+LES	DE+LES	S+Da		VM/DS													UN	DU																						DÈS	DE+LES	DE+LES																
5465	Tyrans	TYRAN	TYRAN	Nc		VM/DS																							TYRAN																															
5466	0	0	0	Fw		VM/DS																					0																																	
5467	vrays	VRAI	VRAI	Aq		VM/DS					VRAI																																																	
5468	Saturnes	SATURNE	SATURNE	Nc		VM/DS																							SATURNE																															
5469	.	.	.	Fs		VM/DS																				.																																		
5470	Il	IL	IL	Pp		VM/DS																															IL																							
5471	ne	NE	NE	R		VM/DS																																			NE																			
5472	craint	CRAINDRE	CRAINDRE	Vvc		VM/DS																																													CRAINDRE									
5473	point	POINT	POINT	R		VM/DS																							POINT												POINT																			
5474	que	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
5475	les	LE	LE	Da		VM/DS										LE																					LE																							
5476	larrons	LARRON	LARRON	Nc		VM/DS																							LARRON																															
5477	nocturnes	NOCTURNE	NOCTURNE	Aq		VM/DS					NOCTURNE																																																	
5478	Viennent	VENIR	VENIR	Vvc		VM/DS																																													VENIR									
5479	la	LE	LE	Da		VM/DS										LE																					LE																							
5480	nuict	NUIT	NUIT	Nc		VM/DS																							NUIT																															
5481	entrerompre	INTERROMPRE	INTERROMPRE	Vvn		VM/DS																																														INTERROMPRE								
5482	son	SON	SON	Ds		VM/DS																SON																																						
5483	somme	SOMME	SOMME	Nc		VM/DS																							SOMME																															
5484	0	0	0	Fw		VM/DS																					0																																	
5485	Pour	POUR	POUR	S		VM/DS																																				POUR																		
5486	luy	LE	LE	Pp		VM/DS																															LE																							
5487	embler	EMBLER	EMBLER	Vvn		VM/DS																																														EMBLER								
5488	d'	DE	DE	S		VM/DS													UN	DU																						DE																		
5489	or	OR	OR	Nc		VM/DS																							OR																															
5490	0	0	0	Fw		VM/DS																					0																																	
5491	ou	OU	OU	Cc		VM/DS							OU																									OU			OU																			
5492	d'	DE	DE	S		VM/DS												DE	UN	DU																						DE																		
5493	argent	ARGENT	ARGENT	Nc		VM/DS																							ARGENT																															
5494	grand'	GRAND	GRAND	Aq		VM/DS					GRAND																																																	
5495	somme	SOMME	SOMME	Nc		VM/DS																							SOMME																															
5496	:	:	:	Fw		VM/DS																					:																																	
5497	Mais	MAIS	MAIS	Cc		VM/DS							MAIS																																															
5498	bien	BIEN	BIEN	R		VM/DS																																			BIEN																			
5499	se	LE	LE	Pp		VM/DS																															LE																							
5500	dort	DORMIR	DORMIR	Vvc		VM/DS																																													DORMIR									
5501	en	EN	EN	S		VM/DS																															EN					EN													EN					
5502	tranquille	TRANQUILLE	TRANQUILLE	Aq		VM/DS					TRANQUILLE																																																	
5503	seurté	SÛRETÉ	SÛRETÉ	Nc		VM/DS																							SÛRETÉ																															
5504	Hors	HORS	HORS	S		VM/DS																																				HORS																		
5505	des	DE+LES	DE+LES	S+Da		VM/DS													UN	DU																						DÈS	DE+LES	DE+LES																
5506	aguets	AGUETS	AGUETS	Nc		VM/DS																							AGUETS																															
5507	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5508	mainte	MAINT	MAINT	Di		VM/DS					MAINT							MAINT																																										
5509	malheurté	MALHEURTÉ	MALHEURTÉ	Nc		VM/DS																							MALHEURTÉ					HEURTER																	HEURTER									
5510	.	.	.	Fs		VM/DS																				.																																		
5511	O	Ô	Ô	I		VM/DS																						Ô																																
5512	du	DE+LE	DE+LE	S+Da		VM/DS																																					DE+LE	DE+LE																
5513	Pasteur	PASTEUR	PASTEUR	Nc		VM/DS																							PASTEUR																															
5514	la	LE	LE	Da		VM/DS										LE																					LE																							
5515	tresdouce	TRÈS DOUX	TRÈS DOUX	E		VM/DS					DOUX													TRÈS DOUX																																				
5516	richesse	RICHESSE	RICHESSE	Nc		VM/DS																							RICHESSE																															
5517	!	!	!	Fs		VM/DS																				!																																		
5518	Heureux	HEUREUX	HEUREUX	Aq		VM/DS					HEUREUX																																																	
5519	repos	REPOS	REPOS	Nc		VM/DS																							REPOS																															
5520	eslongné	ÉLOIGNER	ÉLOIGNER	PAGe		VM/DS																												ÉLOIGNER																										
5521	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5522	tristesse	TRISTESSE	TRISTESSE	Nc		VM/DS																							TRISTESSE																															
5523	0	0	0	Fw		VM/DS																					0																																	
5524	Qui	QUI	QUI	Pr		VM/DS																																QUI		QUI																				
5525	en	EN	EN	S		VM/DS																															EN					EN													EN					
5526	Yver	HIVER	HIVER	Nc		VM/DS																							HIVER																															
5527	0	0	0	Fw		VM/DS																					0																																	
5528	Printemps	PRINTEMPS	PRINTEMPS	Nc		VM/DS																							PRINTEMPS																															
5529	0	0	0	Fw		VM/DS																					0																																	
5530	Automne	AUTOMNE	AUTOMNE	Nc		VM/DS																							AUTOMNE																															
5531	0	0	0	Fw		VM/DS																					0																																	
5532	Esté	ÉTÉ	ÉTÉ	Nc		VM/DS																							ÉTÉ																															
5533	Nourrit	NOURRIR	NOURRIR	Vvc		VM/DS																																													NOURRIR									
5534	en	EN	EN	S		VM/DS																															EN					EN													EN					
5535	soy	LE	LE	Pp		VM/DS																															LE																							
5536	toute	TOUT	TOUT	Di		VM/DS			TOUT									TOUT																		TOUT						TOUT																		
5537	joyeuseté	JOYEUSETÉ	JOYEUSETÉ	Nc		VM/DS																							JOYEUSETÉ																															
5538	:	:	:	Fw		VM/DS																					:																																	
5539	Car	CAR	CAR	Cc		VM/DS							CAR																																															
5540	il	IL	IL	Pp		VM/DS																															IL																							
5541	ignore	IGNORER	IGNORER	Vvc		VM/DS																																													IGNORER									
5542	hayne	HAINE	HAINE	Nc		VM/DS																							HAINE																															
5543	0	0	0	Fw		VM/DS																					0																																	
5544	&	ET	ET	Cc		VM/DS							ET																																															
5545	deception	DÉCEPTION	DÉCEPTION	Nc		VM/DS																							DÉCEPTION																															
5546	.	.	.	Fs		VM/DS																				.																																		
5547	Il	IL	IL	Pp		VM/DS																															IL																							
5548	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
5549	exempt	EXEMPT	EXEMPT	Aq		VM/DS					EXEMPT																																																	
5550	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5551	vaine	VAIN	VAIN	Aq		VM/DS					VAIN																																																	
5552	ambition	AMBITION	AMBITION	Nc		VM/DS																							AMBITION																															
5553	0	0	0	Fw		VM/DS																					0																																	
5554	Vuyde	VIDE	VIDE	Aq		VM/DS					VIDE																							VIDER																	VIDER									
5555	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5556	crainte	CRAINTE	CRAINTE	Nc		VM/DS																							CRAINTE																															
5557	0	0	0	Fw		VM/DS																					0																																	
5558	&	ET	ET	Cc		VM/DS							ET																																															
5559	d'	DE	DE	S		VM/DS													UN	DU																						DE																		
5560	espoir	ESPOIR	ESPOIR	Nc		VM/DS																							ESPOIR																															
5561	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
5562	delivre	DÉLIVRER	DÉLIVRER	PAGe		VM/DS																							DÉLIVRE					DÉLIVRER																										
5563	0	0	0	Fw		VM/DS																					0																																	
5564	Qui	QUI	QUI	Pr		VM/DS																																QUI		QUI																				
5565	nous	LE	LE	Pp		VM/DS																															LE																							
5566	abuse	ABUSER	ABUSER	Vvc		VM/DS																																													ABUSER									
5567	0	0	0	Fw		VM/DS																					0																																	
5568	&	ET	ET	Cc		VM/DS							ET																																															
5569	maints	MAINT	MAINT	Di		VM/DS					MAINT							MAINT																																										
5570	desirs	DÉSIR	DÉSIR	Nc		VM/DS																							DÉSIR																															
5571	nous	LE	LE	Pp		VM/DS																															LE																							
5572	livre	LIVRER	LIVRER	Vvc		VM/DS																							LIURE/LIVRE																						LIVRER									
5573	.	.	.	Fs		VM/DS																				.																																		
5574	Il	IL	IL	Pp		VM/DS																															IL																							
5575	vit	VOIR	VOIR	Vvc		VM/DS																																													VOIR									
5576	à	À	À	S		VM/DS																																				À																		
5577	soy	LE	LE	Pp		VM/DS																															LE																							
5578	sans	SANS	SANS	S		VM/DS																																				SANS																		
5579	tesmoing	TÉMOIN	TÉMOIN	Nc		VM/DS																							TÉMOIN																															
5580	0	0	0	Fw		VM/DS																					0																																	
5581	qui	QUI	QUI	Pr		VM/DS																																QUI		QUI																				
5582	le	LE	LE	Pp		VM/DS										LE																					LE																							
5583	juge	JUGER	JUGER	Vvc		VM/DS																							JUGE												JÀ										JUGER									
5584	.	.	.	Fs		VM/DS																				.																																		
5585	Il	IL	IL	Pp		VM/DS																															IL																							
5586	pend	PENDRE	PENDRE	Vvc		VM/DS																																													PENDRE									
5587	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5588	soy	LE	LE	Pp		VM/DS																															LE																							
5589	0	0	0	Fw		VM/DS																					0																																	
5590	comme	COMME	COMME	S		VM/DS							COMME	COMME																											COMME	COMME																		
5591	qui	QUI	QUI	Pr		VM/DS																																QUI		QUI																				
5592	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
5593	son	SON	SON	Ds		VM/DS																SON																																						
5594	juge	JUGE	JUGE	Nc		VM/DS																							JUGE												JÀ																			
5595	.	.	.	Fs		VM/DS																				.																																		
5596	S'	LE	LE	Pp		VM/DS								SI																							LE																							
5597	il	IL	IL	Pp		VM/DS																															IL																							
5598	n'	NE	NE	R		VM/DS																																			NE																			
5599	ha	AVOIR	AVOIR	Vuc		VM/DS																																			HA								AVOIR											
5600	palais	PALAIS	PALAIS	Nc		VM/DS																							PALAIS																															
5601	0	0	0	Fw		VM/DS																					0																																	
5602	superbes	SUPERBE	SUPERBE	Aq		VM/DS					SUPERBE																																																	
5603	edifices	ÉDIFICE	ÉDIFICE	Nc		VM/DS																							ÉDIFICE																															
5604	0	0	0	Fw		VM/DS																					0																																	
5605	Et	ET	ET	Cc		VM/DS							ET																																															
5606	sumptueux	SOMPTUEUX	SOMPTUEUX	Aq		VM/DS					SOMPTUEUX																																																	
5607	d'	DE	DE	S		VM/DS													UN	DU																						DE																		
5608	utensiles	USTENSILE	USTENSILE	Nc		VM/DS																							USTENSILE																															
5609	propices	PROPICE	PROPICE	Aq		VM/DS					PROPICE																																																	
5610	0	0	0	Fw		VM/DS																					0																																	
5611	En	EN	EN	S		VM/DS																															EN					EN													EN					
5612	son	SON	SON	Ds		VM/DS																SON																																						
5613	coeur	CUR	CUR	Nc		VM/DS																							CUR																															
5614	hault	HAUT	HAUT	R		VM/DS																							HAUT												HAUT																			
5615	mesprise	MÉPRISER	MÉPRISER	Vvc		VM/DS																							MÉPRISE																						MÉPRISER									
5616	0	0	0	Fw		VM/DS																					0																																	
5617	&	ET	ET	Cc		VM/DS							ET																																															
5618	ha	AVOIR	AVOIR	Vuc		VM/DS																																			HA								AVOIR											
5619	en	EN	EN	S		VM/DS																															EN					EN													EN					
5620	hayne	HAINE	HAINE	Nc		VM/DS																							HAINE																															
5621	L'	LE	LE	Da		VM/DS										LE																					LE																							
5622	avoir	AVOIR	AVOIR	Vun		VM/DS																																										AVOIR	AVOIR	AVOIR										
5623	des	DE+LES	DE+LES	S+Da		VM/DS													UN	DU																						DÈS	DE+LES	DE+LES																
5624	Roys	ROI	ROI	Nc		VM/DS																							ROI																															
5625	0	0	0	Fw		VM/DS																					0																																	
5626	richesse	RICHESSE	RICHESSE	Nc		VM/DS																							RICHESSE																															
5627	certes	CERTES	CERTES	R		VM/DS																																			CERTES																			
5628	vaine	VAIN	VAIN	Aq		VM/DS					VAIN																																																	
5629	.	.	.	Fs		VM/DS																				.																																		
5630	Et	ET	ET	Cc		VM/DS							ET																																															
5631	vit	VOIR	VOIR	Vvc		VM/DS																																													VOIR									
5632	content	CONTENT	CONTENT	Aq		VM/DS					CONTENT																																								CONTER									
5633	en	EN	EN	S		VM/DS																															EN					EN													EN					
5634	sa	SON	SON	Ds		VM/DS																SON																																						
5635	logette	LOGETTE	LOGETTE	Nc		VM/DS																							LOGETTE																															
5636	honneste	HONNÊTE	HONNÊTE	Aq		VM/DS					HONNÊTE																																																	
5637	0	0	0	Fw		VM/DS																					0																																	
5638	Seure	SÛR	SÛR	Aq		VM/DS					SÛR																																								SEVRER									
5639	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5640	vents	VENT	VENT	Nc		VM/DS																							VENT																															
5641	0	0	0	Fw		VM/DS																					0																																	
5642	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5643	pluye	PLUIE	PLUIE	Nc		VM/DS																							PLUIE																															
5644	0	0	0	Fw		VM/DS																					0																																	
5645	&	ET	ET	Cc		VM/DS							ET																																															
5646	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5647	tempeste	TEMPÊTE	TEMPÊTE	Nc		VM/DS																							TEMPÊTE					TEMPÊTER																	TEMPÊTER									
5648	0	0	0	Fw		VM/DS																					0																																	
5649	De	DE	DE	S		VM/DS													UN	DU																						DE																		
5650	terre	TERRE	TERRE	Nc		VM/DS																							TERRE																															
5651	close	CLORE	CLORE	PAGe		VM/DS																												CLORE																	CLORE									
5652	0	0	0	Fw		VM/DS																					0																																	
5653	&	ET	ET	Cc		VM/DS							ET																																															
5654	couverte	COUVRIR	COUVRIR	PAGe		VM/DS																							COUVERTE					COUVRIR																										
5655	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5656	chaume	CHAUME	CHAUME	Nc		VM/DS																							CHAUME																						CHAUMER									
5657	0	0	0	Fw		VM/DS																					0																																	
5658	Ceinte	CEINDRE	CEINDRE	PAGe		VM/DS																												CEINDRE																										
5659	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5660	fleurs	FLEUR	FLEUR	Nc		VM/DS																							FLEUR																															
5661	plus	PLUS	PLUS	R		VM/DS																																			PLUS																			
5662	odorans	ODORANT	ODORANT	Aq		VM/DS					ODORANT																						ODORER																											
5663	0	0	0	Fw		VM/DS																					0																																	
5664	que	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
5665	Baume	BAUME	BAUME	Nc		VM/DS																							BAUME																															
5666	0	0	0	Fw		VM/DS																					0																																	
5667	Ou	OU	OU	Cc		VM/DS							OU																									OU			OU																			
5668	qu'	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
5669	autre	AUTRE	AUTRE	Di		VM/DS			AUTRE		AUTRE							AUTRE																																										
5670	odeur	ODEUR	ODEUR	Nc		VM/DS																							ODEUR																															
5671	Asienne	ASIEN	ASIEN	Di		VM/DS												ASIEN																																										
5672	0	0	0	Fw		VM/DS																					0																																	
5673	&	ET	ET	Cc		VM/DS							ET																																															
5674	lascive	LASCIF	LASCIF	Aq		VM/DS					LASCIF																																																	
5675	0	0	0	Fw		VM/DS																					0																																	
5676	Humble	HUMBLE	HUMBLE	Aq		VM/DS					HUMBLE																																																	
5677	0	0	0	Fw		VM/DS																					0																																	
5678	&	ET	ET	Cc		VM/DS							ET																																															
5679	sans	SANS	SANS	S		VM/DS																																				SANS																		
5680	art	ART	ART	Nc		VM/DS																							ART																															
5681	0	0	0	Fw		VM/DS																					0																																	
5682	ny	NI	NI	Cc		VM/DS							NI																																															
5683	despence	DÉPENSE	DÉPENSE	Nc		VM/DS																							DÉPENSE																		DÉPENSER				DÉPENSER									
5684	excessive	EXCESSIF	EXCESSIF	Aq		VM/DS					EXCESSIF																																																	
5685	Pour	POUR	POUR	S		VM/DS																																				POUR																		
5686	son	SON	SON	Ds		VM/DS																SON																																						
5687	tropeau	TROUPEAU	TROUPEAU	Nc		VM/DS																							TROUPEAU																															
5688	0	0	0	Fw		VM/DS																					0																																	
5689	&	ET	ET	Cc		VM/DS							ET																																															
5690	soy	LE	LE	Pp		VM/DS																															LE																							
5691	rendre	RENDRE	RENDRE	Vvn		VM/DS																																														RENDRE								
5692	contents	CONTENT	CONTENT	Aq		VM/DS					CONTENT																																																	
5693	D'	DE	DE	S		VM/DS												DE	UN	DU																						DE																		
5694	estre	ÊTRE	ÊTRE	Vun		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
5695	couverts	COUVRIR	COUVRIR	PAGe		VM/DS																							COUVERT					COUVRIR																										
5696	aux	A+LES	A+LES	S+Da		VM/DS																																				À+LES		A+LES																
5697	injures	INJURE	INJURE	Nc		VM/DS																							INJURE																															
5698	du	DE+LE	DE+LE	S+Da		VM/DS																																					DE+LE	DE+LE																
5699	temps	TEMPS	TEMPS	Nc		VM/DS																							TEMPS																															
5700	:	:	:	Fw		VM/DS																					:																																	
5701	Dedens	DEDANS	DEDANS	S		VM/DS																							DEDANS/DÉDAIN/DENT/ÉDEN													DEDANS												_MOT_ETRANGER						
5702	laquelle	LEQUEL	LEQUEL	Pr		VM/DS																																LEQUEL		LEQUEL																				
5703	auront	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
5704	crainte	CRAINTE	CRAINTE	Nc		VM/DS																							CRAINTE																															
5705	d'	DE	DE	S		VM/DS													UN	DU																						DE																		
5706	entrer	ENTRER	ENTRER	Vvn		VM/DS																																														ENTRER								
5707	Cure	CURE	CURE	Nc		VM/DS																							CURE																															
5708	0	0	0	Fw		VM/DS																					0																																	
5709	&	ET	ET	Cc		VM/DS							ET																																															
5710	frayeur	FRAYEUR	FRAYEUR	Nc		VM/DS																							FRAYEUR																															
5711	0	0	0	Fw		VM/DS																					0																																	
5712	lesquelz	LEQUEL	LEQUEL	Pr		VM/DS																																LEQUEL		LEQUEL																				
5713	se	LE	LE	Pp		VM/DS																															LE																							
5714	vont	ALLER	ALLER	Vvc		VM/DS																																													ALLER									
5715	encrer	ANCRER	ANCRER	Vvn		VM/DS																																														ANCRER								
5716	Jusques	JUSQUE	JUSQUE	S		VM/DS																																				JUSQUE																		
5717	au	A+LE	A+LE	S+Da		VM/DS																																				À+LE		A+LE																
5718	lict	LIT	LIT	Nc		VM/DS																							LIT																															
5719	0	0	0	Fw		VM/DS																					0																																	
5720	ou	OU	OU	Cc		VM/DS							OU																									OU			OU																			
5721	dort	DORMIR	DORMIR	Vvc		VM/DS																																													DORMIR									
5722	tout	TOUT	TOUT	R		VM/DS												TOUT																		TOUT					TOUT																			
5723	puissant	PUISSANT	PUISSANT	Aq		VM/DS					PUISSANT																																																	
5724	Roy	ROI	ROI	Nc		VM/DS																							ROI																															
5725	0	0	0	Fw		VM/DS																					0																																	
5726	Sans	SANS	SANS	S		VM/DS																																				SANS																		
5727	redoubter	REDOUTER	REDOUTER	Vvn		VM/DS																																														REDOUTER								
5728	son	SON	SON	Ds		VM/DS																SON																																						
5729	magnifique	MAGNIFIQUE	MAGNIFIQUE	Aq		VM/DS					MAGNIFIQUE																																																	
5730	arroy	ARROI	ARROI	Nc		VM/DS																							ARROI																				AVOIR		ERRER/AIRER/AVOIR/ERRER	ERRER								
5731	.	.	.	Fs		VM/DS																				.																																		
5732	Il	IL	IL	Pp		VM/DS																															IL																							
5733	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
5734	Seigneur	SEIGNEUR	SEIGNEUR	Nc		VM/DS																							SEIGNEUR																															
5735	des	DE+LES	DE+LES	S+Da		VM/DS													UN	DU																						DÈS	DE+LES	DE+LES																
5736	boys	BOIS	BOIS	Nc		VM/DS																							BOIS																															
5737	grans	GRAND	GRAND	Aq		VM/DS					GRAND																																																	
5738	&	ET	ET	Cc		VM/DS							ET																																															
5739	espais	ÉPAIS	ÉPAIS	Aq		VM/DS					ÉPAIS																																																	
5740	0	0	0	Fw		VM/DS																					0																																	
5741	Desquelz	DE+LEQUEL	DE+LEQUEL	S+Pr		VM/DS																																				DE+LESQUELS				DE+LEQUEL														
5742	il	IL	IL	Pp		VM/DS																															IL																							
5743	n'	NE	NE	R		VM/DS																																			NE																			
5744	ha	AVOIR	AVOIR	Vuc		VM/DS																																			HA								AVOIR											
5745	que	QUE	QUE	R		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
5746	doux	DOUX	DOUX	Aq		VM/DS					DOUX																																																	
5747	sejour	SÉJOUR	SÉJOUR	Nc		VM/DS																							SÉJOUR																															
5748	&	ET	ET	Cc		VM/DS							ET																																															
5749	paix	PAIX	PAIX	Nc		VM/DS																							PAIX																															
5750	.	.	.	Fs		VM/DS																				.																																		
5751	Autour	AUTOUR	AUTOUR	R		VM/DS																																			AUTOUR																			
5752	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5753	soy	LE	LE	Pp		VM/DS																															LE																							
5754	sa	SON	SON	Ds		VM/DS																SON																																						
5755	tourbe	TOURBE	TOURBE	Nc		VM/DS																							TOURBE																															
5756	vigilante	VIGILANT	VIGILANT	Aq		VM/DS					VIGILANT																																																	
5757	0	0	0	Fw		VM/DS																					0																																	
5758	Treshardys	TRÈS HARDI	TRÈS HARDI	E		VM/DS																		TRÈS HARDI					HARDI																															
5759	chiens	CHIEN	CHIEN	Nc		VM/DS																							CHIEN																															
5760	0	0	0	Fw		VM/DS																					0																																	
5761	au	A+LE	A+LE	S+Da		VM/DS																																				À+LE		A+LE																
5762	besoing	BESOIN	BESOIN	Nc		VM/DS																							BESOIN																															
5763	travaillante	TRAVAILLER	TRAVAILLER	PAGa		VM/DS																											TRAVAILLER																											
5764	Garde	GARDER	GARDER	Vvc		VM/DS																							GARDE																						GARDER									
5765	tousjours	TOUJOURS	TOUJOURS	R		VM/DS																																			TOUJOURS																			
5766	que	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
5767	ne	NE	NE	R		VM/DS																																			NE																			
5768	diminuisse	DIMINUER	DIMINUER	Vvc		VM/DS																																													DIMINUER									
5769	Le	LE	LE	Da		VM/DS										LE																					LE																							
5770	nombre	NOMBRE	NOMBRE	Nc		VM/DS																							NOMBRE																															
5771	entier	ENTIER	ENTIER	Aq		VM/DS					ENTIER																																																	
5772	0	0	0	Fw		VM/DS																					0																																	
5773	ou	OU	OU	Cc		VM/DS							OU																									OU			OU																			
5774	que	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
5775	lon	L ON	L ON	E		VM/DS																		L ON				LÀS	ION																															
5776	ne	NE	NE	R		VM/DS																																			NE																			
5777	ravisse	RAVIR	RAVIR	Vvc		VM/DS																																													RAVIR									
5778	Quelque	QUELQUE	QUELQUE	Di		VM/DS					QUELQUE							QUELQUE																																										
5779	brebis	BREBIS	BREBIS	Nc		VM/DS																							BREBIS																															
5780	de	DE	DE	S		VM/DS													UN	DU																						DE																		
5781	son	SON	SON	Ds		VM/DS																SON																																						
5782	laneux	LAINEUX	LAINEUX	Aq		VM/DS					LAINEUX																																																	
5783	tropeau	TROUPEAU	TROUPEAU	Nc		VM/DS																							TROUPEAU																															
5784	0	0	0	Fw		VM/DS																					0																																	
5785	Duquel	DE+LEQUEL	DE+LEQUEL	S+Pr		VM/DS																																DE+LEQUEL								DE+LEQUEL														
5786	il	IL	IL	Pp		VM/DS																															IL																							
5787	garde	GARDER	GARDER	Vvc		VM/DS																							GARDE																						GARDER									
5788	0	0	0	Fw		VM/DS																					0																																	
5789	&	ET	ET	Cc		VM/DS							ET																																															
5790	tient	TENIR	TENIR	Vvc		VM/DS																																													TENIR									
5791	chere	CHER	CHER	Aq		VM/DS					CHER																		CHÈRE																															
5792	la	LE	LE	Da		VM/DS										LE																					LE																							
5793	peau	PEAU	PEAU	Nc		VM/DS																							PEAU																															
5794	.	.	.	Fs		VM/DS																				.																																		
5795	Les	LE	LE	Da		VM/DS										LE																					LE																							
5796	cailloux	CAILLOU	CAILLOU	Nc		VM/DS																							CAILLOU																															
5797	ronds	ROND	ROND	Aq		VM/DS					ROND																		ROND																															
5798	luy	LE	LE	Pp		VM/DS																															LE																							
5799	donnent	DONNER	DONNER	Vvc		VM/DS																																													DONNER									
5800	feu	FEU	FEU	Nc		VM/DS					FEU																		FEU																															
5801	trisé																																	TRISSER/TRICHER/TRIQUER/TRISSER																	TRISSER									
5802	0	0	0	Fw		VM/DS																					0																																	
5803	Les	LE	LE	Da		VM/DS										LE																					LE																							
5804	fleuves	FLEUVE	FLEUVE	Nc		VM/DS																							FLEUVE																															
5805	vin	VIN	VIN	Nc		VM/DS																							VIN																															
5806	avec	AVEC	AVEC	S		VM/DS																																				AVEC																		
5807	la	LE	LE	Da		VM/DS										LE																					LE																							
5808	main	MAIN	MAIN	Nc		VM/DS																							MAIN																															
5809	puisé	PUISER	PUISER	PAGe		VM/DS																												PUISER																										
