	Mot n°	form	Variante de lemme	lemma	pos	Constellation	Mode Validation	#	A	Ai	Ao	Aq	C	Cc	Cs	D	Da	Dd	Di	Dn	Dp	Dr	Ds	Dt	E	F	Fs	Fw	I	Nc	Np	OUT	P	PAGa	PAGe	Pd	Pi	Pp	Pr	Ps	Pt	R	S	S+D	S+Da	S+Dr	S+Pr	V	Vu	Vuc	Vun	Vvc	Vvn	X	Xe	Xp	Xs	Z	Zc	Zo	Inconnu
4440	4441	aucun	AUCUN	AUCUN	PROind		VM/DS												AUCUN																		AUCUN																								
4441	4442	icy	ICI	ICI	R		VM/DS																																			ICI																			
4442	4443	mefface	MEFAIRE	MEFAIRE	Vvn		VM/DS																												EFFACER																	EFFACER	MEFAIRE								
4443	4444	0	0	0	PONfbl		VM/DS																					0																																	
4444	4445	Quand	QUAND	QUAND	CONsub		VM/DS								QUAND																																														
4445	4446	seul	SEUL	SEUL	Aq		VM/DS					SEUL																																																	
4446	4447	il	IL	IL	PROper		VM/DS																															IL																							
4447	4448	n'	NE	NE	R		VM/DS																																			NE																			
4448	4449	ha	AVOIR	AVOIR	Vuc		VM/DS																																			HA								AVOIR											
4449	4450	à	À	À	S		VM/DS																																				À																		
4450	4451	qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
4451	4452	injure	INJURE	INJURE	NOMcom		VM/DS																							INJURE																															
4452	4453	il	IL	IL	PROper		VM/DS																															IL																							
4453	4454	face	FAIRE	FAIRE	Vvc		VM/DS																							FACE																						FAIRE									
4454	4455	?	?	?	PONfrt		VM/DS																				?																																		
4455	4456	Oultre	OUTRE	OUTRE	R		VM/DS																							OUTRE												OUTRE																			
4456	4457	0	0	0	PONfbl		VM/DS																					0																																	
4457	4458	le	LE	LE	DETdef		VM/DS										LE																					LE																							
4458	4459	moindre	MOINDRE	MOINDRE	NOMcom		VM/DS					MOINDRE																		MOINDRE																															
4459	4460	en	EN	EN	S		VM/DS																															EN					EN													EN					
4460	4461	ceste	CE	CE	DETdem		VM/DS											CE												CESTE																															
4461	4462	solitude	SOLITUDE	SOLITUDE	NOMcom		VM/DS																							SOLITUDE																															
4462	4463	Facilement	FACILEMENT	FACILEMENT	R		VM/DS																																			FACILEMENT																			
4463	4464	0	0	0	PONfbl		VM/DS																					0																																	
4464	4465	&	ET	ET	CONcoo		VM/DS							ET																																															
4465	4466	sans	SANS	SANS	S		VM/DS																																				SANS																		
4466	4467	solicitude	SOLLICITUDE	SOLLICITUDE	NOMcom		VM/DS																							SOLLICITUDE																															
4467	4468	Est	ÊTRE	ÊTRE	Vuc		VM/DS																							EST																				ÊTRE											
4468	4469	le	LE	LE	DETdef		VM/DS										LE																					LE																							
4469	4470	plus	PLUS	PLUS	R		VM/DS																																			PLUS																			
4470	4471	grand	GRAND	GRAND	Aq		VM/DS					GRAND																																																	
4471	4472	0	0	0	PONfbl		VM/DS																					0																																	
4472	4473	&	ET	ET	CONcoo		VM/DS							ET																																															
4473	4474	le	LE	LE	DETdef		VM/DS										LE																					LE																							
4474	4475	premier	PREMIER	PREMIER	Zo		VM/DS																							PREMIER																														PREMIER	
4475	4476	aussi	AUSSI	AUSSI	R		VM/DS																																			AUSSI																			
4476	4477	0	0	0	PONfbl		VM/DS																					0																																	
4477	4478	Ce	CELUI	CELUI	PROdem		VM/DS											CE																		CELUI		CE																							
4478	4479	qu'	QUE	QUE	PROrel		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
4479	4480	en	EN	EN	S		VM/DS																															EN					EN													EN					
4480	4481	la	LE	LE	DETdef		VM/DS										LE																					LE																							
4481	4482	ville	VILLE	VILLE	NOMcom		VM/DS																							VILLE																															
4482	4483	il	IL	IL	PROper		VM/DS																															IL																							
4483	4484	ne	NE	NE	R		VM/DS																																			NE																			
4484	4485	peult	POUVOIR	POUVOIR	Vvc		VM/DS																																													POUVOIR									
4485	4486	sans	SANS	SANS	S		VM/DS																																				SANS																		
4486	4487	soucy	SOUCI	SOUCI	NOMcom		VM/DS																							SOUCI																															
4487	4488	.	.	.	PONfrt		VM/DS																				.																																		
4488	4489	Et	ET	ET	CONcoo		VM/DS							ET																																															
4489	4490	pour	POUR	POUR	S		VM/DS																																				POUR																		
4490	4491	ne	NE	NE	R		VM/DS																																			NE																			
4491	4492	voir	VOIR	VOIR	Vvn		VM/DS																																														VOIR								
4492	4493	icy	ICI	ICI	R		VM/DS																																			ICI																			
4493	4494	plus	PLUS	PLUS	R		VM/DS																																			PLUS																			
4494	4495	grand	GRAND	GRAND	Aq		VM/DS					GRAND																																																	
4495	4496	que	QUE	QUE	CONsub		VM/DS								QUE																						QUE		QUE			QUE																			
4496	4497	soy	LE	LE	PROper		VM/DS																															LE																							
4497	4498	0	0	0	PONfbl		VM/DS																					0																																	
4498	4499	Il	IL	IL	PROper		VM/DS																															IL																							
4499	4500	ha	AVOIR	AVOIR	Vuc		VM/DS																																			HA								AVOIR											
4500	4501	tousjours	TOUJOURS	TOUJOURS	R		VM/DS																																			TOUJOURS																			
4501	4502	0	0	0	PONfbl		VM/DS																					0																																	
4502	4503	comme	COMME	COMME	CONsub		VM/DS							COMME	COMME																											COMME	COMME																		
4503	4504	je	IL	IL	PROper		VM/DS																															IL																							
4504	4505	l'	LE	LE	PROper		VM/DS										LE																					LE																							
4505	4506	apperçoy	APERCEVOIR	APERCEVOIR	Vvc		VM/DS																																													APERCEVOIR									
4506	4507	0	0	0	PONfbl		VM/DS																					0																																	
4507	4508	Contentement	CONTENTEMENT	CONTENTEMENT	NOMcom		VM/DS																							CONTENTEMENT																															
4508	4509	loing	LOIN	LOIN	R		VM/DS																																			LOIN																			
4509	4510	de	DE	DE	S		VM/DS													UN	DU																						DE																		
4510	4511	l'	LE	LE	DETdef		VM/DS										LE																					LE																							
4511	4512	adversité	ADVERSITÉ	ADVERSITÉ	NOMcom		VM/DS																							ADVERSITÉ																															
4512	4513	:	:	:	PONfbl		VM/DS																					:																																	
4513	4514	Ou	OU	OU	CONcoo		VM/DS							OU																									OU			OU																			
4514	4515	congnoissant	CONNAÎTRE	CONNAÎTRE	PAGa		VM/DS																											CONNAÎTRE																											
4515	4516	plusieurs	PLUSIEURS	PLUSIEURS	PROind		VM/DS																														PLUSIEURS																								
4516	4517	en	EN	EN	S		VM/DS																															EN					EN													EN					
4517	4518	la	LE	LE	DETdef		VM/DS										LE																					LE																							
4518	4519	cité	CITÉ	CITÉ	NOMcom		VM/DS																							CITÉ																															
4519	4520	De	DE	DE	S		VM/DS													UN	DU																						DE																		
4520	4521	plus	PLUS	PLUS	R		VM/DS																																			PLUS																			
4521	4522	pompeuse	POMPEUX	POMPEUX	Aq		VM/DS					POMPEUX																																																	
4522	4523	&	ET	ET	CONcoo		VM/DS							ET																																															
4523	4524	opulente	OPULENT	OPULENT	Aq		VM/DS					OPULENT																																																	
4524	4525	vie	VIE	VIE	NOMcom		VM/DS																							VIE																															
4525	4526	0	0	0	PONfbl		VM/DS																					0																																	
4526	4527	Impossible	IMPOSSIBLE	IMPOSSIBLE	Aq		VM/DS					IMPOSSIBLE																																																	
4527	4528	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
4528	4529	qu'	QUE	QUE	CONsub		VM/DS								QUE																						QUE		QUE			QUE																			
4529	4530	il	IL	IL	PROper		VM/DS																															IL																							
4530	4531	ne	NE	NE	R		VM/DS																																			NE																			
4531	4532	leur	LE	LE	PROper		VM/DS																SON															LE																							
4532	4533	porte	PORTER	PORTER	Vvc		VM/DS																							PORTE/PORTÉ												POINT										PORTER									
4533	4534	envie	ENVIE	ENVIE	NOMcom		VM/DS																							ENVIE																						ENNUYER/ENVIER									
4534	4535	0	0	0	PONfbl		VM/DS																					0																																	
4535	4536	Se	LE	LE	PROper		VM/DS																															LE																							
4536	4537	reputant	RÉPUTER	RÉPUTER	PAGa		VM/DS																											RÉPUTER																											
4537	4538	estre	ÊTRE	ÊTRE	Vun		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
4538	4539	mal	MAL	MAL	R		VM/DS																							MAL												MAL																			
4539	4540	fortuné	FORTUNÉ	FORTUNÉ	Aq		VM/DS					FORTUNÉ																																																	
4540	4541	.	.	.	PONfrt		VM/DS																				.																																		
4541	4542	Puis	PUIS	PUIS	R		VM/DS							PUIS	PUIS																											PUIS										POUVOIR									
4542	4543	en	EN	EN	S		VM/DS																															EN					EN													EN					
4543	4544	ce	CE	CE	DETdem		VM/DS											CE																				CE																							
4544	4545	lieu	LIEU	LIEU	NOMcom		VM/DS																							LIEU																															
4545	4546	0	0	0	PONfbl		VM/DS																					0																																	
4546	4547	sans	SANS	SANS	S		VM/DS																																				SANS																		
4547	4548	estre	ÊTRE	ÊTRE	Vun		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
4548	4549	importuné	IMPORTUNER	IMPORTUNER	PAGe		VM/DS																												IMPORTUNER																										
4549	4550	D'	DE	DE	S		VM/DS												DE	UN	DU																						DE																		
4550	4551	aucun	AUCUN	AUCUN	DETind		VM/DS												AUCUN																		AUCUN																								
4551	4552	voisin	VOISIN	VOISIN	NOMcom		VM/DS					VOISIN																		VOISIN																															
4552	4553	0	0	0	PONfbl		VM/DS																					0																																	
4553	4554	qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
4554	4555	de	DE	DE	S		VM/DS													UN	DU																						DE																		
4555	4556	ses	SON	SON	DETpos		VM/DS																SON																																						
4556	4557	faits	FAIT	FAIT	NOMcom		VM/DS																							FAIT																															
4557	4558	s'	LE	LE	PROper		VM/DS																															LE																							
4558	4559	informe	INFORMER	INFORMER	Vvc		VM/DS					INFORME																																								INFORMER									
4559	4560	0	0	0	PONfbl		VM/DS																					0																																	
4560	4561	Vit	VIVRE	VIVRE	Vvc		VM/DS																																													VIVRE									
4561	4562	seulement	SEULEMENT	SEULEMENT	R		VM/DS																							SCELLEMENT/ÉLÉMENT												SEULEMENT										SOULEVER									
4562	4563	à	À	À	S		VM/DS																																				À																		
4563	4564	la	LE	LE	DETdef		VM/DS										LE																					LE																							
4564	4565	raison	RAISON	RAISON	NOMcom		VM/DS																							RAISON																															
4565	4566	conforme	CONFORME	CONFORME	Aq		VM/DS					CONFORME																																								CONFORMER									
4566	4567	0	0	0	PONfbl		VM/DS																					0																																	
4567	4568	Qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
4568	4569	le	LE	LE	PROper		VM/DS										LE																					LE																							
4569	4570	conduit	CONDUIRE	CONDUIRE	Vvc		VM/DS																																													CONDUIRE									
4570	4571	soubz	SOUS	SOUS	S		VM/DS																																				SOUS									SUER									
4571	4572	paisible	PAISIBLE	PAISIBLE	Aq		VM/DS					PAISIBLE																																																	
4572	4573	union	UNION	UNION	NOMcom		VM/DS																							UNION																															
4573	4574	0	0	0	PONfbl		VM/DS																					0																																	
4574	4575	Et	ET	ET	CONcoo		VM/DS							ET																																															
4575	4576	non	NON	NON	R		VM/DS																																			NON																			
4576	4577	subjet	SUJET	SUJET	NOMcom		VM/DS																							SUJET																															
4577	4578	à	À	À	S		VM/DS																																				À																		
4578	4579	mainte	MAINT	MAINT	DETind		VM/DS					MAINT							MAINT																																										
4579	4580	opinion	OPINION	OPINION	NOMcom		VM/DS																							OPINION																															
4580	4581	.	.	.	PONfrt		VM/DS																				.																																		
4581	4582	*ANTIRE	ANTIRE	ANTIRE	NOMpro		VM/DS																								ANTIRE																														
4582	4583	Opinion	OPINION	OPINION	NOMcom		VM/DS																							OPINION																															
4583	4584	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
4584	4585	bien	BIEN	BIEN	R		VM/DS																																			BIEN																			
4585	4586	la	LE	LE	DETdef		VM/DS										LE																					LE				JÀ																			
4586	4587	sienne	SIEN	SIEN	PROpos		VM/DS					SIEN																												SIEN																					
4587	4588	estrange	ÉTRANGE	ÉTRANGE	Aq		VM/DS					ÉTRANGE																		ÉTRANGE																															
4588	4589	0	0	0	PONfbl		VM/DS																					0																																	
4589	4590	Quand	QUAND	QUAND	CONsub		VM/DS								QUAND																																														
4590	4591	en	EN	EN	S		VM/DS																															EN					EN													EN					
4591	4592	ce	CE	CE	DETdem		VM/DS											CE																				CE																							
4592	4593	lieu	LIEU	LIEU	NOMcom		VM/DS																							LIEU																															
4593	4594	solitaire	SOLITAIRE	SOLITAIRE	Aq		VM/DS					SOLITAIRE																																																	
4594	4595	il	IL	IL	PROper		VM/DS																															IL																							
4595	4596	se	LE	LE	PROper		VM/DS																															LE																							
4596	4597	range	RANGER	RANGER	Vvc		VM/DS																																													RANGER									
4597	4598	0	0	0	PONfbl		VM/DS																					0																																	
4598	4599	Ou	QUE	QUE	PROrel		VM/DS							OU																									QUE			OU																			
4599	4600	de	DE	DE	S		VM/DS													UN	DU																						DE																		
4600	4601	l'	LE	LE	DETdef		VM/DS										LE																					LE																							
4601	4602	horreur	HORREUR	HORREUR	NOMcom		VM/DS																							HORREUR																															
4602	4603	les	LE	LE	DETdef		VM/DS										LE																					LE																							
4603	4604	Saules	SAULE	SAULE	NOMcom		VM/DS																							SAULE																															
4604	4605	verts	VERT	VERT	Aq		VM/DS					VERT																		VERT																															
4605	4606	paslissent	PÂLIR	PÂLIR	Vvc		VM/DS																																													PÂLIR									
4606	4607	0	0	0	PONfbl		VM/DS																					0																																	
4607	4608	Et	ET	ET	CONcoo		VM/DS							ET																																															
4608	4609	leurs	SON	SON	DETpos		VM/DS																SON																																						
4609	4610	vertus	VERTU	VERTU	NOMcom		VM/DS																							VERTU																															
4610	4611	de	DE	DE	S		VM/DS													UN	DU																						DE																		
4611	4612	tristesse	TRISTESSE	TRISTESSE	NOMcom		VM/DS																							TRISTESSE																															
4612	4613	amoindrissent	AMOINDRIR	AMOINDRIR	Vvc		VM/DS																																													AMOINDRIR									
4613	4614	.	.	.	PONfrt		VM/DS																				.																																		
4614	4615	Car	CAR	CAR	CONcoo		VM/DS							CAR																																															
4615	4616	y	LE	LE	PROper		VM/DS																															LE																							
4616	4617	croissants	CROÎTRE	CROÎTRE	PAGa		VM/DS					CROISSANT																		CROISSANT				CROÎTRE																											
4617	4618	en	EN	EN	S		VM/DS																															EN					EN													EN					
4618	4619	repos	REPOS	REPOS	NOMcom		VM/DS																							REPOS																															
4619	4620	0	0	0	PONfbl		VM/DS																					0																																	
4620	4621	&	ET	ET	CONcoo		VM/DS							ET																																															
4621	4622	sans	SANS	SANS	S		VM/DS																																				SANS																		
4622	4623	bruit	BRUIT	BRUIT	NOMcom		VM/DS																							BRUIT																						BRUIRE									
4623	4624	0	0	0	PONfbl		VM/DS																					0																																	
4624	4625	Ne	NE	NE	R		VM/DS																												NAÎTRE							NE																			
4625	4626	portent	PORTER	PORTER	Vvc		VM/DS																																													PORTER									
4626	4627	point	POINT	POINT	R		VM/DS																							POINT												POINT																			
4627	4628	toutesfois	TOUTEFOIS	TOUTEFOIS	R		VM/DS												TOUT																							TOUTEFOIS																			
4628	4629	aucun	AUCUN	AUCUN	DETind		VM/DS												AUCUN																		AUCUN																								
4629	4630	fruit	FRUIT	FRUIT	NOMcom		VM/DS																							FRUIT																															
4630	4631	0	0	0	PONfbl		VM/DS																					0																																	
4631	4632	Non	NON	NON	R		VM/DS																																			NON																			
4632	4633	plus	PLUS	PLUS	R		VM/DS																																			PLUS																			
4633	4634	que	QUE	QUE	CONsub		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
4634	4635	ceux	CELUI	CELUI	PROdem		VM/DS																													CELUI																									
4635	4636	0	0	0	PONfbl		VM/DS																					0																																	
4636	4637	qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
4637	4638	cy	ci	ci	R		VM/DS																																			ci																			
4638	4639	oysifz	OISIF	OISIF	Aq		VM/DS					OISIF																		OISIF																															
4639	4640	demeurent	DEMEURER	DEMEURER	Vvc		VM/DS																																													DEMEURER									
4640	4641	0	0	0	PONfbl		VM/DS																					0																																	
4641	4642	Ou	QUE	QUE	PROrel		VM/DS							OU																									QUE			OU																			
4642	4643	en	EN	EN	S		VM/DS																															EN					EN													EN					
4643	4644	tous	TOUT	TOUT	DETind		VM/DS			TOUT									TOUT																		TOUT																								
4644	4645	temps	TEMPS	TEMPS	NOMcom		VM/DS																							TEMPS																															
4645	4646	ilz	IL	IL	PROper		VM/DS																															IL																							
4646	4647	cuydent	CUIDER	CUIDER	Vvc		VM/DS																																													CUIDER									
4647	4648	vivre	VIVRE	VIVRE	Vvn		VM/DS																							VIVRE																							VIVRE								
4648	4649	0	0	0	PONfbl		VM/DS																					0																																	
4649	4650	&	ET	ET	CONcoo		VM/DS							ET																																															
4650	4651	meurent	MOURIR	MOURIR	Vvc		VM/DS																																													MOURIR									
4651	4652	0	0	0	PONfbl		VM/DS																					0																																	
4652	4653	Comme	COMME	COMME	S		VM/DS							COMME	COMME																											COMME	COMME																		
4653	4654	en	EN	EN	S		VM/DS																															EN					EN													EN					
4654	4655	ce	CE	CE	DETdem		VM/DS											CE																				CE																							
4655	4656	monde	MONDE	MONDE	NOMcom		VM/DS																							MONDE																															
4656	4657	inutilement	INUTILEMENT	INUTILEMENT	R		VM/DS																																			INUTILEMENT																			
4657	4658	morts	MOURIR	MOURIR	PAGe		VM/DS																							MORT					MOURIR																										
4658	4659	0	0	0	PONfbl		VM/DS																					0																																	
4659	4660	De	DE	DE	S		VM/DS													UN	DU																						DE																		
4660	4661	desespoir	DÉSESPOIR	DÉSESPOIR	NOMcom		VM/DS																							DÉSESPOIR																															
4661	4662	0	0	0	PONfbl		VM/DS																					0																																	
4662	4663	&	ET	ET	CONcoo		VM/DS							ET																																															
4663	4664	de	DE	DE	S		VM/DS													UN	DU																						DE																		
4664	4665	folie	FOLIE	FOLIE	NOMcom		VM/DS																							FOLIE																															
4665	4666	mords																																																		MORDRE									
4666	4667	.	.	.	PONfrt		VM/DS																				.																																		
4667	4668	*PHILERME	PHILERME	PHILERME	NOMpro		VM/DS																								PHILERME																														
4668	4669	Celuy	CELUI	CELUI	PROdem		VM/DS																													CELUI																									
4669	4670	n'	NE	NE	R		VM/DS																																			NE																			
4670	4671	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
4671	4672	mort	MORT	MORT	NOMcom		VM/DS																							MORT																															
4672	4673	0	0	0	PONfbl		VM/DS																					0																																	
4673	4674	qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
4674	4675	ha	AVOIR	AVOIR	Vuc		VM/DS																																			HA								AVOIR											
4675	4676	pour	POUR	POUR	S		VM/DS																																				POUR																		
4676	4677	sa	SON	SON	DETpos		VM/DS																SON																																						
4677	4678	compagne	COMPAGNE	COMPAGNE	NOMcom		VM/DS																							COMPAGNE																															
4678	4679	Simplicité	SIMPLICITÉ	SIMPLICITÉ	NOMcom		VM/DS																							SIMPLICITÉ																															
4679	4680	0	0	0	PONfbl		VM/DS																					0																																	
4680	4681	qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
4681	4682	tousjours	TOUJOURS	TOUJOURS	R		VM/DS																																			TOUJOURS																			
4682	4683	l'	LE	LE	PROper		VM/DS										LE																					LE																							
4683	4684	accompagne	ACCOMPAGNER	ACCOMPAGNER	Vvc		VM/DS																																													ACCOMPAGNER									
4684	4685	:	:	:	PONfbl		VM/DS																					:																																	
4685	4686	Et	ET	ET	CONcoo		VM/DS							ET																																															
4686	4687	qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
4687	4688	par	PARTOUT	PARTOUT	R		VM/DS																																			PARTOUT	PAR																		
4688	4689	tout	OUT	OUT	OUT		VM/DS			TOUT																						OUT					TOUT																								
4689	4690	0	0	0	PONfbl		VM/DS																					0																																	
4690	4691	sans	SANS	SANS	S		VM/DS																																				SANS																		
4691	4692	de	DE	DE	S		VM/DS													UN	DU																						DE																		
4692	4693	rien	RIEN	RIEN	PROind		VM/DS																							RIEN							RIEN																								
4693	4694	se	LE	LE	PROper		VM/DS																															LE																							
4694	4695	douloir	DOULOIR	DOULOIR	Vvn		VM/DS																							DOLOIRE/DOULEUR																							DOULOIR								
4695	4696	0	0	0	PONfbl		VM/DS																					0																																	
4696	4697	Donner	DONNER	DONNER	Vvn		VM/DS																																														DONNER								
4697	4698	luy	LE	LE	PROper		VM/DS																															LE																							
4698	4699	peult	POUVOIR	POUVOIR	Vvc		VM/DS																																													POUVOIR									
4699	4700	tout	TOUT	TOUT	DETind		VM/DS												TOUT																		TOUT					TOUT																			
4700	4701	ayse	AISE	AISE	NOMcom		VM/DS					AISE/AISÉ																		AISE																															
4701	4702	à	À	À	S		VM/DS																																				À																		
4702	4703	son	SON	SON	DETpos		VM/DS																SON																																						
4703	4704	vouloir	VOULOIR	VOULOIR	NOMcom		VM/DS																							VOULOIR																															
4704	4705	.	.	.	PONfrt		VM/DS																				.																																		
4705	4706	Ou	OU	OU	CONcoo		VM/DS							OU																									OU			OU																			
4706	4707	aux	A+LES	A+LES	S+Da		VM/DS																																				À+LES		A+LES																
4707	4708	cités	CITÉ	CITÉ	NOMcom		VM/DS																							CITÉ																															
4708	4709	la	LE	LE	DETdef		VM/DS										LE																					LE																							
4709	4710	reputation	RÉPUTATION	RÉPUTATION	NOMcom		VM/DS																							RÉPUTATION																															
4710	4711	Luy	LE	LE	PROper		VM/DS																															LE																							
4711	4712	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
4712	4713	d'	DE	DE	S		VM/DS													UN	DU																						DE																		
4713	4714	esprit	ESPRIT	ESPRIT	NOMcom		VM/DS																							ESPRIT																															
4714	4715	grand'	GRAND	GRAND	Aq		VM/DS					GRAND																																																	
4715	4716	perturbation	PERTURBATION	PERTURBATION	NOMcom		VM/DS																							PERTURBATION																															
4716	4717	.	.	.	PONfrt		VM/DS																				.																																		
4717	4718	Et	ET	ET	CONcoo		VM/DS							ET																																															
4718	4719	seul	SEUL	SEUL	Aq		VM/DS					SEUL																																																	
4719	4720	icy	ICI	ICI	R		VM/DS																																			ICI																			
4720	4721	seurement	SÛREMENT	SÛREMENT	R		VM/DS																							SERREMENT/SERMENT												SÛREMENT																			
4721	4722	il	IL	IL	PROper		VM/DS																															IL																							
4722	4723	se	LE	LE	PROper		VM/DS																															LE																							
4723	4724	hante	HANTER	HANTER	Vvc		VM/DS																																													HANTER									
4724	4725	0	0	0	PONfbl		VM/DS																					0																																	
4725	4726	Seurement	SÛREMENT	SÛREMENT	R		VM/DS																							SERREMENT/SERMENT												SÛREMENT																			
4726	4727	crie	CRIER	CRIER	Vvc		VM/DS																																													CRIER									
4727	4728	0	0	0	PONfbl		VM/DS																					0																																	
4728	4729	&	ET	ET	CONcoo		VM/DS							ET																																															
4729	4730	à	À	À	S		VM/DS																																				À																		
4730	4731	haulte	HAUT	HAUT	Aq		VM/DS					HAUT																																																	
4731	4732	voix	VOIX	VOIX	NOMcom		VM/DS																							VOIX																															
4732	4733	chante	CHANTER	CHANTER	Vvc		VM/DS																																													CHANTER									
4733	4734	:	:	:	PONfbl		VM/DS																					:																																	
4734	4735	Et	ET	ET	CONcoo		VM/DS							ET																																															
4735	4736	là	LÀ	LÀ	R		VM/DS																																			LÀ																			
4736	4737	il	IL	IL	PROper		VM/DS																															IL																							
4737	4738	n'	NE	NE	R		VM/DS																																			NE																			
4738	4739	ose	OSER	OSER	Vvc		VM/DS																							OSE																						OSER									
4739	4740	à	À	À	S		VM/DS																																				À																		
4740	4741	grand'	GRAND	GRAND	Aq		VM/DS					GRAND																																																	
4741	4742	peine	PEINE	PEINE	NOMcom		VM/DS																							PEINE																						PEINER									
4742	4743	parler	PARLER	PARLER	Vvn		VM/DS																							PARLER																							PARLER								
4743	4744	.	.	.	PONfrt		VM/DS																				.																																		
4744	4745	Icy	ICI	ICI	R		VM/DS																																			ICI																			
4745	4746	il	IL	IL	PROper		VM/DS																															IL																							
4746	4747	court	COURIR	COURIR	Vvc		VM/DS					COURT																		COURT																						COURIR									
4747	4748	:	:	:	PONfbl		VM/DS																					:																																	
4748	4749	&	ET	ET	CONcoo		VM/DS							ET																																															
4749	4750	là	LÀ	LÀ	R		VM/DS																																			LÀ																			
4750	4751	il	IL	IL	PROper		VM/DS																															IL																							
4751	4752	n'	NE	NE	R		VM/DS																																			NE																			
4752	4753	ose	OSER	OSER	Vvc		VM/DS																																													OSER									
4753	4754	aller	ALLER	ALLER	Vvn		VM/DS																							ALLER																							ALLER								
4754	4755	.	.	.	PONfrt		VM/DS																				.																																		
4755	4756	Icy	ICI	ICI	R		VM/DS																																			ICI																			
4756	4757	tout	TOUT	TOUT	S		VM/DS			TOUT									TOUT																		TOUT						TOUT																		
4757	4758	hault	HAUT	HAUT	R		VM/DS					HAUT																		HAUT												HAUT																			
4758	4759	descouvre	DÉCOUVRIR	DÉCOUVRIR	Vvc		VM/DS																																													DÉCOUVRIR									
4759	4760	ses	SON	SON	DETpos		VM/DS																SON																																						
4760	4761	secrets	SECRET	SECRET	NOMcom		VM/DS					SECRET																		SECRET																															
4761	4762	:	:	:	PONfbl		VM/DS																					:																																	
4762	4763	Et	ET	ET	CONcoo		VM/DS							ET																																															
4763	4764	là	LÀ	LÀ	R		VM/DS																																			LÀ																			
4764	4765	ayant	AVOIR	AVOIR	PAGa		VM/DS																											AVOIR															AVOIR	AVOIR											
4765	4766	au	A+LE	A+LE	S+Da		VM/DS																																				À+LE		A+LE																
4766	4767	coeur	CUR	CUR	NOMcom		VM/DS																							CUR																															
4767	4768	mille	MILLE	MILLE	Zc		VM/DS																							MILLE																													MILLE		
4768	4769	regrets	REGRET	REGRET	NOMcom		VM/DS																							REGRET																															
4769	4770	0	0	0	PONfbl		VM/DS																					0																																	
4770	4771	N'	NE	NE	R		VM/DS																																			NE																			
4771	4772	en	LE	LE	PROper		VM/DS																															LE					EN													EN					
4772	4773	diroit	DIRE	DIRE	Vvc		VM/DS																																													DIRE									
4773	4774	un	UN	UN	Zc		VM/DS												UN	UN										UN																													UN		
4774	4775	à	À	À	S		VM/DS																																				À																		
4775	4776	son	SON	SON	DETpos		VM/DS																SON																																						
4776	4777	propre	PROPRE	PROPRE	Aq		VM/DS					PROPRE																																																	
4777	4778	parent	PARENT	PARENT	NOMcom		VM/DS																							PARENT																															
4778	4779	:	:	:	PONfbl		VM/DS																					:																																	
4779	4780	Qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
4780	4781	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
4781	4782	un	UN	UN	DETind		VM/DS												UN	UN																																									
4782	4783	cas	CAS	CAS	NOMcom		VM/DS																							CAS																															
4783	4784	0	0	0	PONfbl		VM/DS																					0																																	
4784	4785	certes	CERTES	CERTES	R		VM/DS																																			CERTES																			
4785	4786	0	0	0	PONfbl		VM/DS																					0																																	
4786	4787	trop	TROP	TROP	R		VM/DS																																			TROP																			
4787	4788	apparent	APPARENT	APPARENT	Aq		VM/DS					APPARENT																																																	
4788	4789	0	0	0	PONfbl		VM/DS																					0																																	
4789	4790	Que	QUE	QUE	CONsub		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
4790	4791	les	LE	LE	DETdef		VM/DS										LE																					LE																							
4791	4792	buissons	BUISSON	BUISSON	NOMcom		VM/DS																							BUISSON																															
4792	4793	j'	IL	IL	PROper		VM/DS																															IL																							
4793	4794	ay	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
4794	4795	pour	POUR	POUR	S		VM/DS																																				POUR																		
4795	4796	secrets	SECRET	SECRET	Aq		VM/DS					SECRET																																																	
4796	4797	amys	AMI	AMI	NOMcom		VM/DS																							AMI																															
4797	4798	0	0	0	PONfbl		VM/DS																					0																																	
